wr1;wr2;wr3;wr4;wr5;wr6;wr7;wr8;wblack1;wb1;wb2;wb3;wb4;wb5;wb6;wb7;wb8;wb9;ww1;ww2;ww3;ww4;ww5;ww6;ww7;wz1;wz2;wz3;wz4;pred
0.044504226471225636;0.06038977997307192;0.1068838551537169;0.13130688712407532;0.1919687874922276;0.1962431365023362;0.29124651426797277;0.6893358330348447;0.16861154478041154;0.08334008743786869;0.09362572784130443;0.09525754885593128;0.11416280369079336;0.12275297514594578;0.13992966925454767;0.16711323393176925;0.22742931670839428;0.23056504198696154;0.09557050829239529;0.10952070728085855;0.11473335682909294;0.12046068891286205;0.15775919439183414;0.19521029321992855;0.25801381707104026;0.1962431365023362;0.6893358330348447;;;0.75
0.030079948111780455;0.056448337463934156;0.062208596181676845;0.07827591335886819;0.08030952265438836;0.11526211869410036;0.1454931183883252;0.4635938240476723;0.13168481670059753;0.06573419054484551;0.10903747193317696;0.12010022578138858;0.142625816778546;0.1446670790524783;0.16510600964985206;0.2219633457045949;0.2463815475744098;0.2617127572443712;-0.01213622734253547;0.009345954088929635;0.06307581015101763;0.09840160750657519;0.09997741057430079;0.14784846561879345;0.1547783467127318;0.4635938240476723;0.1454931183883252;;;0.15000000000000002
0.06337811900145485;0.07790145990909836;0.08935293507492612;0.09982798236646674;0.11823550908784436;0.14390656812831457;0.20677532463313328;0.5059731893393056;0.08910837673897865;0.00420112531324145;0.026121086584623133;0.026849010444009537;0.11190090729014796;0.13478866472596418;0.1396059140271827;0.14241865383969868;0.16235979893666302;0.16754464773037575;0.09337704757573742;0.09894680320138127;0.1104643940743383;0.11336456607248449;0.16753311528303688;0.2024412754042519;0.25805700352380223;0.20677532463313328;0.5059731893393056;;;0.75
0.08415506078885654;0.10452075993626729;0.12889619084672882;0.14927232687200817;0.15799246840724174;0.16536635633165717;0.19077365613740016;0.2991859376115639;0.11925970509257618;0.052116332439213056;0.0741954649984748;0.08729133338615327;0.08761709722382441;0.10497262264124144;0.11391456282297993;0.12452064036751077;0.13335573295460265;0.13466108440223276;0.059820514471189815;0.09442823752092389;0.11862915240794387;0.12145947659131091;0.12642702352805932;0.13516472013389375;0.24011681147872693;0.2991859376115639;0.19077365613740016;0.16536635633165717;;0.285
0.06006297411788398;0.07616149710375023;0.10456843678889896;0.14423210465139133;0.166508002327392;0.19881663480945605;0.20111164373624235;0.3102542132923023;0.12685972765570058;0.04774953716508342;0.06481614891711003;0.06784623844912027;0.07372502738329671;0.10820704273225774;0.14328387810878762;0.15105888146168314;0.18766111919277859;0.20865106820553525;0.05069092399243366;0.09141440598392753;0.09648562572642157;0.13677790919821764;0.19835694014925376;0.2117457011173932;0.29275104652609524;0.19881663480945605;0.3102542132923023;0.166508002327392;;0.08549999999999999
0.0681612996055603;0.07975038133962414;0.08083887482603283;0.1439408202793259;0.1597607892320066;0.19241193307750545;0.20381279284489115;0.281161844606829;0.07346269672597107;0.03168323195299449;0.05510078470172268;0.09890185868941997;0.09943130099725338;0.14442789741901538;0.14505801790258907;0.15354817170426255;0.15496915500078448;0.21074184622758826;0.06797630831444994;0.084184375052834;0.09156934933866659;0.10366110024862242;0.14861343946833694;0.16997165443831852;0.35091535855754497;0.20381279284489115;0.08083887482603283;;;0.22499999999999998
-0.005276626091728866;0.07560507151596707;0.09323748836339756;0.1366239573109278;0.16048485301589632;0.3227146675062739;0.33703320605045434;0.5048747585978667;0.1804504894283267;0.05171466441410471;0.053968156780801406;0.11023650170984425;0.1327495961163387;0.15662322392332742;0.17454478273462634;0.20772014377946038;0.32248037247726924;0.32496512006477013;0.046726201967855145;0.08845437018753523;0.12109075141490191;0.1268859764245634;0.1332714627216221;0.13487380925798256;0.19071938089627366;0.5048747585978667;0.3227146675062739;0.33703320605045434;;0.19
0.1128592818137081;0.14781878899115425;0.14960351167089223;0.19339755061085553;0.20616199316556502;0.22953803383815052;0.27134685598819075;0.28919977316242074;0.08221394499664385;0.09505116193361611;0.10692965799101038;0.10829388240242091;0.1284998833113193;0.15393558268855384;0.1587737963823714;0.2719342017699217;0.27525879531186925;0.3425228342188739;0.07559468210553337;0.10513760019140729;0.12320730797202536;0.15237949046899607;0.15283451833235054;0.16313451910695997;0.19593985236469966;0.28919977316242074;0.19339755061085553;0.22953803383815052;;0.038000000000000006
0.01435486989695653;0.0468875325015072;0.08229392964134856;0.10838025155230853;0.14307587542159653;0.14396994836266028;0.25780811798512343;0.31479104186486717;0.039700523787763405;0.048338473100345544;0.06593673401495126;0.09972769509846535;0.11539083579009413;0.13227943436180686;0.14512197491591966;0.1485202442341624;0.17763616703033297;0.2382449919756949;0.01924318401769719;0.02608134100038245;0.06689582526083383;0.09414643476361498;0.1230744448386029;0.22770823598562207;0.35280916617885244;0.14307587542159653;0.31479104186486717;;;0.22499999999999998
0.05437827336407224;0.05682928828980592;0.059621485316012954;0.09089215742699945;0.10847191603690856;0.17970433019836068;0.1900798860849348;0.3861425991977832;0.1675589594581771;0.08281951114052413;0.097582544493677;0.11282557346736113;0.12473018419128884;0.12765588402592093;0.1280797687292959;0.13566998768203484;0.16174787495980864;0.2677510897046718;0.09226754253253734;0.1202665911498541;0.14627649220728697;0.15354185652845392;0.16061751865005022;0.20659562765737627;0.2989780837322165;0.1900798860849348;0.3861425991977832;;;0.22499999999999998
0.057779293156319855;0.07098341665012768;0.09167650907699221;0.1387537866082012;0.1563936141543377;0.26141716499633877;0.2694673492723959;0.27154985973714385;0.1473005961742602;0.05712096604589857;0.07352906012897033;0.11581568236280589;0.11591955417219658;0.12294157670873862;0.12388964657969702;0.17332293495149598;0.17634703509561073;0.2299228135305586;0.01806211579262951;0.02470575205321873;0.037910877612929376;0.0558917334136237;0.17329715101023024;0.19189336994419837;0.2003422616123529;0.27154985973714385;0.2694673492723959;;;0.75
-0.001714480964897678;0.0004614406843389295;0.06360524850336367;0.15803194261252262;0.16356623879480375;0.17634703509561073;0.2694673492723959;0.392591044570404;0.10574189440060981;0.062020680708524865;0.0625917717308735;0.09443595616973928;0.09844073661364167;0.12620812301336867;0.1287102449751985;0.12982752260991204;0.155697769655413;0.2540377427006876;-0.04494219380621893;0.0772951258902515;0.08651767519748423;0.10756410822690678;0.10765885728404878;0.15058772748133575;0.172518113424806;0.392591044570404;0.2694673492723959;;;0.75
0.027305889070551186;0.04481143527862186;0.07459109687052584;0.11077823195665203;0.1183094388546426;0.13069514599355989;0.14126223922831793;0.3302530635048936;0.1485475578991583;0.14617714064158924;0.1506016500693354;0.16296607193341153;0.1687672513599172;0.17236076122378827;0.17563451834846036;0.1871052179634862;0.20039503613016946;0.20133038933788924;0.10068443112772948;0.10824770750411712;0.129455898765924;0.13201942423142757;0.13893126862506044;0.13980264057619232;0.19716767335474966;0.3302530635048936;0.13069514599355989;;;0.15000000000000002
0.0017408017477460482;0.08609886740889189;0.10771584508551148;0.12412832918047707;0.20718902989949795;0.21002520010165662;0.2849046114389069;0.3150509958676153;0.36309875043242557;0.04022367790482693;0.04865205234726093;0.04932034061311303;0.11580499616037783;0.1264969527670488;0.15457099371139657;0.1607621380432237;0.19819015447929364;0.21546237437684104;0.06942536868087866;0.08677383568084604;0.16495266930351868;0.18853849340076145;0.19131168371641963;0.22593839485045114;0.3215303213189549;0.3150509958676153;0.2849046114389069;;;0.0
0.09609689004929385;0.10131561079182717;0.1329213823745849;0.1659037541281481;0.2513349862056956;0.4272844615474321;0.4359488208002851;0.45577069222084254;0.09193938211929328;0.02934273856064093;0.07425038121014461;0.0769207275877193;0.09338252224524843;0.13319448339369477;0.15708674237154116;0.18854902034422172;0.23173028656271713;0.270755438250876;0.07912803378089103;0.09023031270665924;0.11083308695910743;0.12300527774866059;0.12875111058343255;0.15651585550926075;0.19045962464348254;0.45577069222084254;0.4272844615474321;0.4359488208002851;;0.95
0.01349987950674782;0.07095554310060083;0.0845330719527013;0.15822432716374768;0.16250927402007423;0.1891824931324046;0.21752562721695637;0.23908660608712187;0.10754382481127889;0.011050805140177295;0.014240987973090282;0.09091487689102318;0.10805520503331577;0.13009706462528417;0.1409321489032543;0.17670495753393378;0.18470763461419246;0.18848874862935425;0.059354646724362775;0.07995606273469534;0.08485369156650387;0.10236082193672555;0.1369137363485323;0.14192151111059376;0.2132340797099329;0.21752562721695637;0.15822432716374768;;;0.75
0.05321262783823372;0.063653357727201;0.08165954883918324;0.09523791243703991;0.10651944082853196;0.14134111282500725;0.16323567114015658;0.2931001356524164;0.1329024570045663;0.038471092316504404;0.07322514889716797;0.0808810700750928;0.11059059796316624;0.11179200552414834;0.1161360239355258;0.14036126730652054;0.14707924453342444;1.0000000000000004;0.03015218735239311;0.06126921694881559;0.07375708634154149;0.08852863579922982;0.13145113873394637;0.17135868439584406;0.1917229197791259;0.16323567114015658;;;;0.020000000000000004
0.0678588280158544;0.0680359115708026;0.09888873544342898;0.11813026632622081;0.1453269192122541;0.16425627717692506;0.22917382631832178;0.4052271096640026;0.06612479115652763;0.08098339010203265;0.10631854958077487;0.12569734763566734;0.15156494766819167;0.15217184658385496;0.15451724365332906;0.17645042876808206;0.18104135475118757;0.245050276209249;0.04007140769105797;0.077968890485102;0.11790902519070755;0.12203655220826752;0.13315429025983638;0.14403791164852048;0.1906954983541297;0.11813026632622081;0.4052271096640026;;;0.15000000000000002
0.1100659685140156;0.12441160654501796;0.12500980913370036;0.14749107568278572;0.171655565928842;0.17960255756646523;0.2038705173846867;0.22042981214249027;0.1446771041736188;0.14282152101644977;0.15769496483077705;0.16260626062222422;0.17995613487566753;0.19155947250050323;0.19278872381625095;0.23761992804549328;0.23977045122051358;0.30102603777337383;0.1130529463537046;0.13621389757471827;0.15164114165137513;0.15278999276642283;0.1549545427567108;0.15931066837104282;0.1626225348866308;0.17960255756646523;0.12500980913370036;;;0.030000000000000006
0.06507347959151097;0.07075499098174541;0.0816223843499577;0.13041082586868943;0.1329301760471201;0.15390754014827487;0.29324283041304267;0.30389800482419654;0.23388242759944333;0.04280326995458208;0.049679532531865724;0.06214110579938896;0.0922968785974093;0.0925556406944931;0.1276405933064064;0.1280593341873704;0.20362139296834514;0.2732187844547936;-0.017489378461047346;0.029219240581368985;0.05833455559084836;0.10972118104908422;0.15141202786181898;0.17236187921545637;0.2167613090459973;0.30389800482419654;0.29324283041304267;;;0.75
0.09723381046034343;0.10593796516831969;0.1291326002967485;0.15107205727165532;0.20321785618432517;0.2048181166309458;0.2134975684270057;0.364532564242323;0.14985665362631345;0.09104271150543175;0.11294546442590422;0.12821486874178223;0.1571170348679294;0.15924468255196134;0.165329681722034;0.19955334121809873;0.20180859827732844;0.22240885848581216;0.06730362674843555;0.10514521673756029;0.12155469376690639;0.19042100370817566;0.21261727181950463;0.23903694984537274;0.2940740531840146;0.20321785618432517;0.364532564242323;;;0.22499999999999998
